,Unnamed: 0,Drive Name,Size,"Disk Rating
(higher is better)","Rank
(lower is better)","Drive Value
(higher is better)","Price
(USD)",lien,Sequential Read,Sequential Write,Random Seek Read Write (IOPS 32KQD20),IOPS 4KQD1
753,3904,M4-CT256M4SSD2,238.5 GB,"2,282",6971,12.68,$179.87*,https://www.harddrivebenchmark.net/hdd.php?hdd=M4-CT256M4SSD2&id=301,367 MBytes/Sec,202 MBytes/Sec,67 MBytes/Sec,14 MBytes/Sec
754,3910,M4-CT512M4SSD2,476.9 GB,"2,513",6658,6.33,$396.76*,https://www.harddrivebenchmark.net/hdd.php?hdd=M4-CT512M4SSD2&id=41,376 MBytes/Sec,196 MBytes/Sec,116 MBytes/Sec,20 MBytes/Sec
755,3949,Maxtor 4R080L0,76.3 GB,281,10323,13.07,$21.50*,https://www.harddrivebenchmark.net/hdd.php?hdd=Maxtor%204R080L0&id=1379,NA,NA,NA,NA
756,3950,Maxtor 4R120L0,113 GB,286,10308,16.83,$16.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Maxtor%204R120L0&id=1380,NA,NA,NA,NA
757,3951,Maxtor 4R160L0,152.7 GB,294,10286,7.54,$39.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Maxtor%204R160L0&id=1381,NA,NA,NA,NA
758,3977,Maxtor 6B200M0,48.8 GB,371,9891,9.29,$39.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=Maxtor%206B200M0&id=1389,NA,NA,NA,NA
759,3986,Maxtor 6B300S0,279.5 GB,371,9890,3.5,$106.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Maxtor%206B300S0&id=939,NA,NA,NA,NA
760,3992,Maxtor 6E040L0,6.8 GB,317,10192,8.03,$39.50*,https://www.harddrivebenchmark.net/hdd.php?hdd=Maxtor%206E040L0&id=1397,NA,NA,NA,NA
761,3999,Maxtor 6H500F0,465.8 GB,411,9675,4.31,$95.40*,https://www.harddrivebenchmark.net/hdd.php?hdd=Maxtor%206H500F0&id=770,NA,NA,NA,NA
762,4011,Maxtor 6L080P0,76.3 GB,324,10160,1.99,$162.50*,https://www.harddrivebenchmark.net/hdd.php?hdd=Maxtor%206L080P0&id=1409,NA,NA,NA,NA
763,4027,Maxtor 6L250R0,233.8 GB,348,10017,14.81,$23.49*,https://www.harddrivebenchmark.net/hdd.php?hdd=Maxtor%206L250R0&id=1420,NA,NA,NA,NA
764,4032,Maxtor 6L300S0,139.7 GB,389,9780,7.48,$52.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Maxtor%206L300S0&id=1422,NA,NA,NA,NA
765,4051,Maxtor 6Y120L0,114.5 GB,318,10187,7.24,$43.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=Maxtor%206Y120L0&id=1432,NA,NA,NA,NA
766,4069,Maxtor 7L250S0,224.6 GB,362,9942,5.57,$65.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Maxtor%207L250S0&id=1443,NA,NA,NA,NA
767,4075,Maxtor 7Y250M0,233.8 GB,348,10018,2.7,$129.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Maxtor%207Y250M0&id=1447,NA,NA,NA,NA
768,4117,Maxtor Z1 SSD 240GB,223.6 GB,"2,140",7130,39.64,$53.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Maxtor%20Z1%20SSD%20240GB&id=24496,280 MBytes/Sec,164 MBytes/Sec,146 MBytes/Sec,14 MBytes/Sec
769,4118,Maxtor Z1 SSD 480GB,447.1 GB,"3,742",4366,91.29,$40.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Maxtor%20Z1%20SSD%20480GB&id=24404,463 MBytes/Sec,321 MBytes/Sec,255 MBytes/Sec,29 MBytes/Sec
770,4159,Micron 1100,238.5 GB,"3,866",4140,26.85,$143.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%201100&id=13801,NA,NA,NA,NA
771,4162,Micron 1100 512GB,476.9 GB,"4,462",3303,22.31,$199.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%201100%20512GB&id=13255,467 MBytes/Sec,416 MBytes/Sec,381 MBytes/Sec,28 MBytes/Sec
772,4164,Micron 1100 MTFDDAK1T0TBN,953.9 GB,"4,552",3241,18.21,$249.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%201100%20MTFDDAK1T0TBN&id=14107,469 MBytes/Sec,454 MBytes/Sec,440 MBytes/Sec,33 MBytes/Sec
773,4169,Micron 1300 256GB,238.5 GB,"4,373",3394,57.61,$75.91*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%201300%20256GB&id=23896,506 MBytes/Sec,369 MBytes/Sec,336 MBytes/Sec,32 MBytes/Sec
774,4170,Micron 1300 512GB,476.9 GB,"4,799",3083,25.39,$189.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%201300%20512GB&id=24105,499 MBytes/Sec,445 MBytes/Sec,399 MBytes/Sec,31 MBytes/Sec
775,4175,Micron 2200 MTFDHBA256TCK,238.5 GB,"14,576",1770,125.44,$116.20*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%202200%20MTFDHBA256TCK&id=23952,"2,389 MBytes/Sec",859 MBytes/Sec,842 MBytes/Sec,49 MBytes/Sec
776,4180,Micron 2200S NVMe 256GB,238.5 GB,"13,865",1887,733.97,$18.89,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%202200S%20NVMe%20256GB&id=25061,"2,211 MBytes/Sec",896 MBytes/Sec,853 MBytes/Sec,44 MBytes/Sec
777,4181,Micron 2200S NVMe 512GB,476.9 GB,"16,936",1472,618.34,$27.39,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%202200S%20NVMe%20512GB&id=24458,"2,262 MBytes/Sec","1,312 MBytes/Sec","1,267 MBytes/Sec",43 MBytes/Sec
778,4185,Micron 2210 MTFDHBA512QFD,476.9 GB,"12,247",2179,463.03,$26.45,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%202210%20MTFDHBA512QFD&id=27019,"2,108 MBytes/Sec",923 MBytes/Sec,411 MBytes/Sec,77 MBytes/Sec
779,4187,Micron 2300 MTFDHBA512TDV,476.9 GB,"21,346",982,807.02,$26.45,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%202300%20MTFDHBA512TDV&id=30241,"2,573 MBytes/Sec","2,041 MBytes/Sec","1,395 MBytes/Sec",62 MBytes/Sec
780,4189,Micron 2300 NVMe 256GB,238.5 GB,"17,987",1345,399.8,$44.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%202300%20NVMe%20256GB&id=26971,"2,422 MBytes/Sec","1,420 MBytes/Sec","1,200 MBytes/Sec",55 MBytes/Sec
781,4197,Micron 2450 MTFDKBK1T0TFK,953.9 GB,"25,910",583,136.53,$189.77,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%202450%20MTFDKBK1T0TFK&id=30493,"3,057 MBytes/Sec","2,727 MBytes/Sec","1,779 MBytes/Sec",73 MBytes/Sec
782,4198,Micron 2450 MTFDKBK512TFK,476.9 GB,"20,388",1086,169.91,$119.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%202450%20MTFDKBK512TFK&id=31220,"2,773 MBytes/Sec","1,931 MBytes/Sec","1,280 MBytes/Sec",68 MBytes/Sec
783,4206,Micron 3400 NVMe 1TB,953.9 GB,"37,635",248,210.74,$178.59*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%203400%20NVMe%201TB&id=28956,"4,481 MBytes/Sec","3,477 MBytes/Sec","3,103 MBytes/Sec",85 MBytes/Sec
784,4208,Micron 3400 NVMe 512GB,476.9 GB,"31,032",421,315.46,$98.37*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%203400%20NVMe%20512GB&id=29253,"4,247 MBytes/Sec","2,715 MBytes/Sec","2,117 MBytes/Sec",83 MBytes/Sec
785,4217,Micron M500 240GB MTFDDAK240MAV,223.6 GB,"3,435",4957,38.73,$88.68,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20M500%20240GB%20MTFDDAK240MAV&id=8107,485 MBytes/Sec,231 MBytes/Sec,247 MBytes/Sec,26 MBytes/Sec
786,4236,Micron M600 256GB,238.5 GB,"4,658",3162,15.64,$297.77,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20M600%20256GB&id=9857,541 MBytes/Sec,443 MBytes/Sec,322 MBytes/Sec,40 MBytes/Sec
787,4238,Micron M600 M.2 2280 512GB,476.9 GB,"3,742",4367,10.51,$356.18*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20M600%20M.2%202280%20512GB&id=11351,NA,NA,NA,NA
788,4242,Micron M600 MTFDDAK1T0MBF,953.9 GB,"4,401",3364,62.88,$69.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20M600%20MTFDDAK1T0MBF&id=12618,489 MBytes/Sec,424 MBytes/Sec,332 MBytes/Sec,28 MBytes/Sec
789,4245,Micron M600 MTFDDAK512MBF,476.9 GB,"4,292",3488,66.05,$64.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20M600%20MTFDDAK512MBF&id=9689,538 MBytes/Sec,412 MBytes/Sec,277 MBytes/Sec,34 MBytes/Sec
790,4247,Micron M600 MTFDDAV128MBF,119.2 GB,"3,391",5045,17.15,$197.77*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20M600%20MTFDDAV128MBF&id=9425,530 MBytes/Sec,233 MBytes/Sec,176 MBytes/Sec,34 MBytes/Sec
791,4248,Micron M600 MTFDDAV256MBF,238.5 GB,"4,257",3533,30.6,$139.11*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20M600%20MTFDDAV256MBF&id=9135,521 MBytes/Sec,378 MBytes/Sec,275 MBytes/Sec,31 MBytes/Sec
792,4251,Micron M600 MTFDDAY256MBF,238.5 GB,"4,080",3783,13.7,$297.77,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20M600%20MTFDDAY256MBF&id=11066,515 MBytes/Sec,349 MBytes/Sec,255 MBytes/Sec,35 MBytes/Sec
793,4252,Micron M600 MTFDDAY512MBF,476.9 GB,"4,707",3139,16.36,$287.77*,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20M600%20MTFDDAY512MBF&id=9175,513 MBytes/Sec,446 MBytes/Sec,383 MBytes/Sec,45 MBytes/Sec
794,4255,Micron MTFDHBA1T0QFD,953.9 GB,"15,663",1624,301.44,$51.96,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20MTFDHBA1T0QFD&id=30981,"2,228 MBytes/Sec","1,769 MBytes/Sec",501 MBytes/Sec,82 MBytes/Sec
795,4256,Micron MTFDHBA1T0TCK,953.9 GB,"16,752",1492,354.62,$47.24,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20MTFDHBA1T0TCK&id=24857,"2,046 MBytes/Sec","1,296 MBytes/Sec","1,408 MBytes/Sec",45 MBytes/Sec
796,4260,Micron MTFDHBA512TCK,476.9 GB,"17,440",1420,636.73,$27.39,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20MTFDHBA512TCK&id=24354,"2,234 MBytes/Sec","1,352 MBytes/Sec","1,286 MBytes/Sec",49 MBytes/Sec
797,4271,Micron MTFDKCD1T0TFK,953.9 GB,"22,434",833,112.86,$198.77,https://www.harddrivebenchmark.net/hdd.php?hdd=Micron%20MTFDKCD1T0TFK&id=31293,"2,684 MBytes/Sec","2,237 MBytes/Sec","1,624 MBytes/Sec",65 MBytes/Sec
798,4300,MK0800GCTZB,745.2 GB,"3,928",4039,10.44,$376.45*,https://www.harddrivebenchmark.net/hdd.php?hdd=MK0800GCTZB&id=11995,416 MBytes/Sec,386 MBytes/Sec,291 MBytes/Sec,33 MBytes/Sec
799,4309,MKNSSDHL1TB-D8,931.5 GB,"14,159",1844,188.81,$74.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=MKNSSDHL1TB-D8&id=24507,"2,169 MBytes/Sec","1,274 MBytes/Sec",570 MBytes/Sec,22 MBytes/Sec
800,4313,MKNSSDPE1TB-D8,931.5 GB,"19,906",1125,166.87,$119.29*,https://www.harddrivebenchmark.net/hdd.php?hdd=MKNSSDPE1TB-D8&id=24148,"2,996 MBytes/Sec","1,988 MBytes/Sec",727 MBytes/Sec,74 MBytes/Sec
801,4314,MKNSSDPE2TB-D8,1.8 TB,"20,130",1106,105.95,$189.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=MKNSSDPE2TB-D8&id=24818,"2,889 MBytes/Sec","1,991 MBytes/Sec",876 MBytes/Sec,82 MBytes/Sec
802,4317,MKNSSDRW1TB,931.5 GB,"4,182",3633,59.76,$69.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=MKNSSDRW1TB&id=27007,530 MBytes/Sec,477 MBytes/Sec,146 MBytes/Sec,24 MBytes/Sec
803,4321,MKNSSDS21TB,931.5 GB,"4,292",3489,69.69,$61.58,https://www.harddrivebenchmark.net/hdd.php?hdd=MKNSSDS21TB&id=27712,520 MBytes/Sec,460 MBytes/Sec,206 MBytes/Sec,22 MBytes/Sec
804,4323,MKNSSDSR1TB,931.5 GB,"2,711",6356,22.04,$122.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MKNSSDSR1TB&id=22854,445 MBytes/Sec,192 MBytes/Sec,99 MBytes/Sec,16 MBytes/Sec
805,4357,MSI M370 1TB,953.9 GB,"20,058",1114,424.6,$47.24,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M370%201TB&id=28184,"2,313 MBytes/Sec","1,729 MBytes/Sec","1,584 MBytes/Sec",79 MBytes/Sec
806,4358,MSI M370 2TB,1.9 TB,"19,515",1161,159.71,$122.19,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M370%202TB&id=29498,"2,186 MBytes/Sec","1,731 MBytes/Sec","1,654 MBytes/Sec",70 MBytes/Sec
807,4359,MSI M371 1TB,931.5 GB,"15,671",1623,391.88,$39.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M371%201TB&id=28713,"1,941 MBytes/Sec","1,616 MBytes/Sec","1,199 MBytes/Sec",73 MBytes/Sec
808,4360,MSI M371 2TB,1.8 TB,"16,608",1512,207.62,$79.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M371%202TB&id=34228,"2,386 MBytes/Sec","1,735 MBytes/Sec","1,331 MBytes/Sec",84 MBytes/Sec
809,4363,MSI M390 1TB,931.5 GB,"25,165",627,532.7,$47.24,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M390%201TB&id=29726,"2,965 MBytes/Sec","2,654 MBytes/Sec","1,696 MBytes/Sec",81 MBytes/Sec
810,4365,MSI M390 500GB,465.8 GB,"21,660",923,433.29,$49.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M390%20500GB&id=29785,"2,747 MBytes/Sec","2,103 MBytes/Sec","1,381 MBytes/Sec",73 MBytes/Sec
811,4366,MSI M450 1TB,931.5 GB,"28,430",495,631.92,$44.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M450%201TB&id=31011,"3,386 MBytes/Sec","3,114 MBytes/Sec","2,281 MBytes/Sec",90 MBytes/Sec
812,4368,MSI M450 500GB,465.8 GB,"24,203",692,807.04,$29.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M450%20500GB&id=30576,"2,921 MBytes/Sec","2,483 MBytes/Sec","1,601 MBytes/Sec",79 MBytes/Sec
813,4371,MSI M461 2TB,1.8 TB,"28,993",488,322.18,$89.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M461%202TB&id=34543,"3,926 MBytes/Sec","3,405 MBytes/Sec","1,969 MBytes/Sec",93 MBytes/Sec
814,4372,MSI M461 4TB,3.6 TB,"25,997",575,144.43,$179.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M461%204TB&id=33937,"3,341 MBytes/Sec","2,960 MBytes/Sec","1,634 MBytes/Sec",88 MBytes/Sec
815,4373,MSI M470 1TB,931.5 GB,"33,581",359,559.78,$59.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M470%201TB&id=29414,"3,512 MBytes/Sec","3,307 MBytes/Sec","2,652 MBytes/Sec",82 MBytes/Sec
816,4374,MSI M470 2TB,1.8 TB,"36,461",272,243.09,$149.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M470%202TB&id=29679,"3,585 MBytes/Sec","3,859 MBytes/Sec","2,959 MBytes/Sec",81 MBytes/Sec
817,4375,MSI M480 1TB,931.5 GB,"37,787",239,115.1,$328.31,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M480%201TB&id=29172,"3,887 MBytes/Sec","3,976 MBytes/Sec","3,096 MBytes/Sec",109 MBytes/Sec
818,4376,MSI M480 2TB,1.8 TB,"43,806",132,337.0,$129.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M480%202TB&id=29261,"3,792 MBytes/Sec","4,866 MBytes/Sec","3,909 MBytes/Sec",112 MBytes/Sec
819,4377,MSI M570 2TB,1.8 TB,"69,401",6,257.05,$269.99,https://www.harddrivebenchmark.net/hdd.php?hdd=MSI%20M570%202TB&id=34423,"8,809 MBytes/Sec","9,260 MBytes/Sec","4,829 MBytes/Sec",136 MBytes/Sec
820,4384,MT-512,476.9 GB,"3,497",4835,53.0,$65.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=MT-512&id=15868,448 MBytes/Sec,378 MBytes/Sec,158 MBytes/Sec,23 MBytes/Sec
821,4386,MTFDBAK128MAG-1G1,119.2 GB,"1,774",7408,8.06,$220.10*,https://www.harddrivebenchmark.net/hdd.php?hdd=MTFDBAK128MAG-1G1&id=956,260 MBytes/Sec,104 MBytes/Sec,132 MBytes/Sec,11 MBytes/Sec
822,4387,MTFDBAK256MAG-1G1,238.5 GB,"2,047",7210,20.47,$99.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=MTFDBAK256MAG-1G1&id=3260,NA,NA,NA,NA
823,4392,MTFDDAK128MAM-1J1,119.2 GB,"2,161",7105,28.81,$75.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=MTFDDAK128MAM-1J1&id=816,355 MBytes/Sec,154 MBytes/Sec,91 MBytes/Sec,14 MBytes/Sec
824,4398,MTFDDAK1T0MBF,953.9 GB,"4,467",3301,5.62,$794.81*,https://www.harddrivebenchmark.net/hdd.php?hdd=MTFDDAK1T0MBF&id=10090,517 MBytes/Sec,418 MBytes/Sec,316 MBytes/Sec,28 MBytes/Sec
825,4413,MTFDDAK256MAM-1K1,238.5 GB,"2,223",7032,22.24,$99.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=MTFDDAK256MAM-1K1&id=2127,353 MBytes/Sec,208 MBytes/Sec,66 MBytes/Sec,13 MBytes/Sec
826,4414,MTFDDAK256MAM-1K12,238.5 GB,"2,082",7181,15.31,$135.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=MTFDDAK256MAM-1K12&id=708,318 MBytes/Sec,198 MBytes/Sec,66 MBytes/Sec,12 MBytes/Sec
827,4424,MTFDDAK512MAM-1K1,476.9 GB,"2,166",7100,4.52,$479.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=MTFDDAK512MAM-1K1&id=6622,388 MBytes/Sec,108 MBytes/Sec,102 MBytes/Sec,20 MBytes/Sec
828,4426,MTFDDAK512MBF,476.9 GB,"3,619",4598,40.21,$90.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=MTFDDAK512MBF&id=12621,NA,NA,NA,NA
829,4434,MTFDDAT064MAM-1J2,59.6 GB,"1,934",7287,43.95,$44.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=MTFDDAT064MAM-1J2&id=6228,NA,NA,NA,NA
830,4436,MTFDDAT128MAM-1J2,119.2 GB,"2,136",7135,32.37,$66.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=MTFDDAT128MAM-1J2&id=3012,383 MBytes/Sec,161 MBytes/Sec,81 MBytes/Sec,12 MBytes/Sec
831,4442,MTFDDAV256TBN,238.5 GB,"4,148",3672,34.21,$121.25*,https://www.harddrivebenchmark.net/hdd.php?hdd=MTFDDAV256TBN&id=13061,437 MBytes/Sec,343 MBytes/Sec,361 MBytes/Sec,29 MBytes/Sec
832,4469,Mushkin Atlas Deluxe 120GB MKNSSDAT120GB-DX,111.8 GB,"3,031",5786,12.63,$239.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Atlas%20Deluxe%20120GB%20MKNSSDAT120GB-DX&id=195,338 MBytes/Sec,255 MBytes/Sec,238 MBytes/Sec,23 MBytes/Sec
833,4470,Mushkin Atlas Deluxe 240GB MKNSSDAT240GB-DX,223.6 GB,"3,184",5482,19.6,$162.49*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Atlas%20Deluxe%20240GB%20MKNSSDAT240GB-DX&id=537,NA,NA,NA,NA
834,4471,Mushkin Atlas Deluxe 60GB MKNSSDAT60GB-DX,55.9 GB,"2,287",6962,21.12,$108.29*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Atlas%20Deluxe%2060GB%20MKNSSDAT60GB-DX&id=3794,NA,NA,NA,NA
835,4477,Mushkin Callisto Deluxe 240GB MKNSSDCL240GB-DX,223.6 GB,"1,990",7249,22.9,$86.89*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Callisto%20Deluxe%20240GB%20MKNSSDCL240GB-DX&id=164,NA,NA,NA,NA
836,4478,Mushkin Callisto Deluxe 40GB MKNSSDCL40GB-DX,37.2 GB,"1,206",7914,6.7,$179.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Callisto%20Deluxe%2040GB%20MKNSSDCL40GB-DX&id=1472,NA,NA,NA,NA
837,4484,Mushkin Chronos 120GB MKNSSDCR120GB,111.8 GB,"2,577",6584,10.04,$256.59*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Chronos%20120GB%20MKNSSDCR120GB&id=287,307 MBytes/Sec,215 MBytes/Sec,202 MBytes/Sec,25 MBytes/Sec
838,4485,Mushkin Chronos 180GB MKNSSDCR180GB,167.7 GB,"2,741",6322,23.84,$114.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Chronos%20180GB%20MKNSSDCR180GB&id=2313,NA,NA,NA,NA
839,4487,Mushkin Chronos 240GB MKNSSDCR240GB,223.5 GB,"2,701",6374,18.5,$145.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Chronos%20240GB%20MKNSSDCR240GB&id=1471,309 MBytes/Sec,233 MBytes/Sec,193 MBytes/Sec,25 MBytes/Sec
840,4492,Mushkin Chronos 480GB MKNSSDCR480GB,447.1 GB,"2,653",6455,17.46,$151.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Chronos%20480GB%20MKNSSDCR480GB&id=2814,NA,NA,NA,NA
841,4495,Mushkin Chronos 60GB MKNSSDCR60GB,55.9 GB,"1,920",7292,26.68,$71.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Chronos%2060GB%20MKNSSDCR60GB&id=895,228 MBytes/Sec,173 MBytes/Sec,126 MBytes/Sec,28 MBytes/Sec
842,4496,Mushkin Chronos 90GB MKNSSDCR90GB,83.8 GB,"2,090",7176,20.9,$99.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Chronos%2090GB%20MKNSSDCR90GB&id=2823,NA,NA,NA,NA
843,4498,Mushkin Chronos Deluxe 240GB MKNSSDCR240GB-DX,223.6 GB,"4,298",3480,24.56,$174.98*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Chronos%20Deluxe%20240GB%20MKNSSDCR240GB-DX&id=357,468 MBytes/Sec,391 MBytes/Sec,358 MBytes/Sec,29 MBytes/Sec
844,4511,Mushkin ECO2 512GB MKNSSDEC512GB,476.9 GB,"3,158",5532,28.71,$109.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20ECO2%20512GB%20MKNSSDEC512GB&id=10621,469 MBytes/Sec,231 MBytes/Sec,205 MBytes/Sec,28 MBytes/Sec
845,4514,Mushkin ECO3 480GB MKNSSDE3480GB,447.1 GB,"3,897",4089,99.92,$39.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20ECO3%20480GB%20MKNSSDE3480GB&id=11682,444 MBytes/Sec,323 MBytes/Sec,294 MBytes/Sec,38 MBytes/Sec
846,4518,Mushkin Pilot 1TB MKNSSDPL1TB-D8,931.5 GB,"17,645",1389,113.85,$154.98*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Pilot%201TB%20MKNSSDPL1TB-D8&id=16179,"2,372 MBytes/Sec","1,399 MBytes/Sec","1,123 MBytes/Sec",81 MBytes/Sec
847,4519,Mushkin Pilot 250GB MKNSSDPL250GB-D8,232.9 GB,"10,124",2491,173.72,$58.28*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Pilot%20250GB%20MKNSSDPL250GB-D8&id=16068,"1,932 MBytes/Sec",490 MBytes/Sec,428 MBytes/Sec,59 MBytes/Sec
848,4520,Mushkin Pilot 500GB PCIe NVMe,465.8 GB,"14,244",1832,292.96,$48.62,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Pilot%20500GB%20PCIe%20NVMe&id=16076,"2,349 MBytes/Sec",911 MBytes/Sec,736 MBytes/Sec,64 MBytes/Sec
849,4521,Mushkin Reactor 1TB MKNSSDRE1TB,931.5 GB,"4,190",3621,26.19,$159.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Reactor%201TB%20MKNSSDRE1TB&id=9112,485 MBytes/Sec,387 MBytes/Sec,295 MBytes/Sec,33 MBytes/Sec
850,4524,Mushkin Reactor 480GB MKNSSDRE480GB,447.1 GB,"3,272",5301,29.75,$109.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Reactor%20480GB%20MKNSSDRE480GB&id=14166,388 MBytes/Sec,264 MBytes/Sec,249 MBytes/Sec,19 MBytes/Sec
851,4525,Mushkin Reactor 500GB MKNSSDRE500GB,465.8 GB,"3,830",4209,20.48,$186.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Reactor%20500GB%20MKNSSDRE500GB&id=13889,454 MBytes/Sec,331 MBytes/Sec,274 MBytes/Sec,33 MBytes/Sec
852,4526,Mushkin Reactor 512GB MKNSSDRE512GB,476.9 GB,"4,294",3485,15.33,$279.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Reactor%20512GB%20MKNSSDRE512GB&id=10032,523 MBytes/Sec,367 MBytes/Sec,311 MBytes/Sec,33 MBytes/Sec
853,4530,Mushkin Reactor LT 250GB MKNSSDRE250GB-LT,232.9 GB,"3,266",5319,65.33,$49.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Reactor%20LT%20250GB%20MKNSSDRE250GB-LT&id=13859,504 MBytes/Sec,225 MBytes/Sec,246 MBytes/Sec,25 MBytes/Sec
854,4535,Mushkin Scorpion Deluxe PCIe SSD 480GB,443.3 GB,"10,412",2453,10.24,"$1,016.70*",https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Scorpion%20Deluxe%20PCIe%20SSD%20480GB&id=5994,NA,NA,NA,NA
855,4536,Mushkin Scorpion PCIe SSD,447 GB,"5,437",2944,14.38,$377.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Mushkin%20Scorpion%20PCIe%20SSD&id=5272,NA,NA,NA,NA
