,Memory Name,Latency (ns),Read Uncached (GB/s),Write (GB/s),Price(USD)
2412,Kingston KHX1866C10D3/8GX 8GB,38,14.5,9.9,NA
2413,Kingston KHX1866C10S3L/4G 4GB,23,14.5,10.4,NA
2414,Kingston KHX1866C10S3L/8G 8GB,40,12.7,10.6,NA
2415,Kingston KHX1866C11D3/2G 2GB,63,6.0,4.8,NA
2416,Kingston KHX1866C11D3/4G 4GB,34,14.7,10.0,NA
2417,Kingston KHX1866C11D3/8G 8GB,36,12.9,7.8,NA
2418,Kingston KHX1866C11D3L/4G 4GB,23,15.8,10.0,NA
2419,Kingston KHX1866C11D3L/8G 8GB,25,15.6,10.7,NA
2420,Kingston KHX1866C11S3/4G 4GB,23,15.3,10.9,NA
2421,Kingston KHX1866C11S3/8G 8GB,28,13.1,10.1,NA
2422,Kingston KHX1866C11S3L/4G 4GB,30,15.0,10.5,NA
2423,Kingston KHX1866C11S3L/8G 8GB,38,13.7,10.3,NA
2424,Kingston KHX1866C9D3/2GX 2GB,25,13.2,9.9,NA
2425,Kingston KHX1866C9D3/4GX 4GB,38,14.7,9.5,NA
2426,Kingston KHX1866C9D3/8GX 8GB,36,15.9,10.3,NA
2427,Kingston KHX2133C10D3/2GX 2GB,55,8.0,5.6,NA
2428,Kingston KHX2133C11D3/2GX 2GB,24,14.2,10.0,NA
2429,Kingston KHX2133C11D3/4GX 4GB,37,15.5,10.3,NA
2430,Kingston KHX2133C11D3/8GX 8GB,38,15.1,10.1,NA
2431,Kingston KHX2133C11S3L/4G 4GB,34,13.7,10.4,NA
2432,Kingston KHX2133C11S3L/8G 8GB,40,14.9,10.6,NA
2433,Kingston KHX2133C12S3/4G 4GB,22,17.3,12.3,NA
2434,Kingston KHX2400C11D3/2GX 2GB,24,14.7,10.2,NA
2435,Kingston KHX2400C11D3/4GX 4GB,35,16.2,10.7,NA
2436,Kingston KHX2400C11D3/8GX 8GB,36,16.1,10.9,NA
2437,Kingston KHX2666C11D3/4GX 4GB,27,17.4,10.0,NA
2438,Kingston KHX2800C12D3/4GX 4GB,24,14.9,8.9,NA
2439,Kingston KHX2X2X211D3/4GX 4GB,23,16.0,10.0,NA
2440,Kingston KHX31600C10F/8G 8GB,36,17.1,10.0,NA
2441,Kingston KHX318C10FR/8G 8GB,60,6.8,5.4,NA
2442,Kingston KN2M64-ETB 8GB,48,12.4,8.9,$44.99*
2443,Kingston KN2M64-ETF 8GB,41,13.7,9.2,NA
2444,Kingston KN2M64-HYA 8GB,29,12.7,8.9,NA
2445,Kingston KN2M64-MIN 8GB,28,10.9,6.3,NA
2446,Kingston KNWMX1-ETB 4GB,41,12.7,8.4,$19.98*
2447,Kingston KNWMX1-ETF 4GB,28,13.6,8.7,NA
2448,Kingston KNWMX1-HYA 4GB,37,12.0,8.1,$20.00*
2449,Kingston KNWMX1-MIN 4GB,28,11.9,7.6,NA
2450,Kingston KP223C-ELD 2GB,27,13.4,8.8,NA
2451,Kingston KP382H-HYC 4GB,40,13.8,8.2,NA
2452,Kingston KP4T2F-MIN 4GB,35,12.1,7.9,NA
2453,Kingston KP4T2F-PSB 4GB,38,13.9,9.3,NA
2454,Kingston KR1P74-HYB 4GB,62,6.6,4.7,NA
2455,Kingston KR1P74-HYC 4GB,33,8.5,6.6,$157.95*
2456,Kingston KTW149-ELD 1GB,28,14.5,8.0,$11.99*
2457,Kingston KV1RX3-HYC 2GB,27,10.8,7.4,NA
2458,Kingston KVR16N11/8-SP 8GB,26,13.9,9.5,NA
2459,Kingston KVR648-MIN 8GB,30,11.6,5.5,NA
2460,Kingston KVR648-PSB 8GB,32,14.8,9.4,NA
2461,Kingston KVT8FP-HYC 4GB,40,14.6,9.6,NA
2462,Kingston KX830D-ELC 4GB,29,9.8,6.8,NA
2463,Kingston KX830D-HYC 4GB,29,11.0,7.4,NA
2464,Kingston KY996D-ELD 2GB,49,9.7,6.4,NA
2465,Kingston M04GD16P1600C11 4GB,27,13.5,9.9,NA
2466,Kingston M378B5273BH1-CK0 8GB,29,13.2,9.6,NA
2467,Kingston MARKVISION 4GB,30,12.0,9.5,NA
2468,Kingston MSI16D3LS1KBG/4G 4GB,28,9.7,5.7,NA
2469,Kingston MSI16D3LS1KBG/8G 8GB,45,12.5,9.0,NA
2470,Kingston MSI16D3LS1KFG/4G 4GB,45,8.1,4.1,NA
2471,Kingston MSI16D3LS1KFG/8G 8GB,43,13.3,9.3,NA
2472,Kingston MSI16D3LS1MNG/4G 4GB,28,10.3,5.4,NA
2473,Kingston MSI16D3LS1MNG/8G 8GB,41,13.3,8.8,NA
2474,Kingston MSI16D3LU1KFG/4G 4GB,27,13.0,8.1,NA
2475,Kingston MSI16D3LU1KFG/8G 8GB,27,9.8,4.9,NA
2476,Kingston MSI16D3LU1MNG/4G 4GB,26,14.8,8.5,NA
2477,Kingston MSI16D3LU1MNG/8G 8GB,29,11.3,6.6,NA
2478,Kingston RB16D3LS1KBG/4G 4GB,29,12.0,7.9,NA
2479,Kingston RB16D3S1EBG/8G 8GB,27,14.2,9.7,NA
2480,Kingston RB16D3S1KBG/8G 8GB,29,11.1,8.7,NA
2481,Kingston RB16D3U1KBG/8G 8GB,25,13.8,9.5,NA
2482,Kingston RBU1333D3U9DR8/2G 2GB,25,15.1,9.5,NA
2483,Kingston RBU1333D3U9S8G/2GE 2GB,25,13.1,10.8,NA
2484,Kingston SNY1333D3S9DR8/2G 2GB,121,2.5,2.2,NA
2485,Kingston SNY1333D3S9ELC/4G 4GB,29,8.3,4.5,NA
2486,Kingston SNY1600S11-4G-EDEG 4GB,29,9.4,5.1,NA
2487,Kingston TSB1333D3S9SR8/2G 2GB,27,12.0,7.5,NA
2488,Kingston TSB1333D3S9SR8U/2G 2GB,27,12.0,7.7,NA
2489,Kingston TSB1600D3S11ELD/4G 4GB,28,12.2,8.3,NA
2490,Kingston TSB1600D3S1ELD/4GE 4GB,28,11.6,7.8,NA
2491,Kingston TSB16D3LS1KBG/4G 4GB,33,11.1,7.7,NA
2492,Kingston TSB16D3LS1KFG/4G 4GB,30,12.0,8.1,NA
2493,Kingston TSB16D3LS1MNG/4G 4GB,36,11.3,8.0,NA
2494,Kingston X300KG-HYA 4GB,40,14.1,9.9,NA
2495,Kingston X300KG-HYB 4GB,26,14.0,10.1,NA
2496,Kingston X4315J-HYA 4GB,25,12.6,8.5,NA
2497,Kingston X6CY34-HYC 2GB,23,14.0,10.9,NA
2498,Kingston X7C75G-HYC 4GB,37,13.7,10.3,NA
2499,Kingston XXP4XH-HYB 2GB,28,13.0,8.7,NA
2500,Kingston ï¿½HX1866C10D3/8G 8GB,58,7.0,4.3,NA
2501,Kllisre 36JSF1G72PZ-1G9K1 8GB,45,10.5,8.2,NA
2502,Kllisre KHX1866C10D3/8G 8GB,42,13.7,9.2,NA
2503,Kllisre KRE-D3S1600M/8G 8GB,46,11.8,8.7,NA
2504,Kllisre KRE-D3U1333M/8G 8GB,42,14.4,8.0,NA
2505,Kllisre KRE-D3U1600M/4G 4GB,42,13.7,9.5,NA
2506,Kllisre KRE-D3U1600M/8G 8GB,40,15.0,9.4,NA
2507,Kllisre M393B1K70DH0-CK0 8GB,46,10.7,7.8,NA
2508,Kllisre M393B5170GB0-CH9 4GB,47,11.2,8.8,NA
2509,Korea Uhbele International Group Ltd. DDS3 1600K 4GB LV 4GB,26,12.5,10.6,NA
2510,Kreton Corporation 51631xxxx68x6502xx 2GB,25,14.3,8.7,NA
2511,Kreton Corporation 51633xxxx68x6402xx 2GB,25,14.1,8.4,NA
2512,Kreton Corporation 516345109681650437 2GB,27,14.5,8.8,NA
2513,Kreton Corporation 51634xxxx68x6502xx 2GB,68,6.0,4.7,NA
2514,Kreton Corporation 51734xxxx78x6502xx 4GB,25,8.5,4.5,NA
2515,Kreton Corporation 51734xxxx78x6504xx 4GB,26,15.1,8.9,NA
2516,Legacy Electronics LE32KS16LVM-MC0A0 2GB,27,12.9,8.5,NA
2517,Legend Silicon Corp. ] ] ] ]E6 ] ] ]00 8GB,29,12.8,9.2,NA
2518,Lifetime Memory Products LIFETIMEMEMORY.COM 8GB,37,13.3,8.6,NA
2519,Micron Technology  8GB,51,14.3,11.8,NA
2520,Micron Technology 16JSF25664HZ-1G1F1 2GB,29,10.5,7.1,NA
2521,Micron Technology 16JSF51264HZ-1G1D1 4GB,30,10.4,6.7,NA
2522,Micron Technology 16JSF51264HZ-1G4D1 4GB,42,11.5,7.9,NA
2523,Micron Technology 16JTF1G64AZ-1G4D1 8GB,39,13.9,8.2,NA
2524,Micron Technology 16JTF1G64AZ-1G6D1 8GB,46,13.2,9.5,NA
2525,Micron Technology 16JTF1G64AZ-1G6E1 8GB,43,14.9,9.6,NA
2526,Micron Technology 16JTF1G64AZ-1G6J1 8GB,29,11.6,6.7,NA
2527,Micron Technology 16JTF1G64HZ-1G6D1 8GB,29,12.6,8.7,NA
2528,Micron Technology 16JTF1G64HZ-1G6E1 8GB,52,11.9,8.1,NA
2529,Micron Technology 16JTF25664AY-1G4D1 2GB,28,13.9,8.2,NA
2530,Micron Technology 16JTF25664AZ-1G1F1 2GB,54,6.9,5.6,NA
2531,Micron Technology 16JTF25664AZ-1G4F1 2GB,43,13.7,8.5,NA
2532,Micron Technology 16JTF25664AZ-1G4G1 2GB,26,13.2,8.6,NA
2533,Micron Technology 16JTF25664AZ-1G6G1 2GB,99,5.6,4.2,NA
2534,Micron Technology 16JTF51264AZ-1G4A1 4GB,25,14.6,8.5,NA
2535,Micron Technology 16JTF51264AZ-1G4D1 4GB,42,13.8,8.3,NA
2536,Micron Technology 16JTF51264AZ-1G4H1 4GB,28,12.4,9.0,NA
2537,Micron Technology 16JTF51264AZ-1G4J1 4GB,27,12.5,10.4,NA
2538,Micron Technology 16JTF51264AZ-1G4M1 4GB,41,14.2,8.5,NA
2539,Micron Technology 16JTF51264AZ-1G6K1 4GB,52,10.5,7.8,NA
2540,Micron Technology 16JTF51264AZ-1G6M1 4GB,41,14.3,9.5,NA
2541,Micron Technology 16JTF51264HZ-1G4H1 4GB,27,11.8,8.4,NA
2542,Micron Technology 16JTF51264HZ-1G4M1 4GB,39,11.3,8.1,NA
2543,Micron Technology 16JTF51264HZ-1G6E1 4GB,28,10.7,8.2,NA
2544,Micron Technology 16JTF51264HZ-1G6M1 4GB,28,12.9,9.0,NA
2545,Micron Technology 16KTF1G64AZ-1G4E1 8GB,27,11.7,7.9,NA
2546,Micron Technology 16KTF1G64AZ-1G6E1 8GB,42,13.8,8.8,NA
2547,Micron Technology 16KTF1G64AZ-1G6EZ 8GB,25,14.1,9.6,NA
2548,Micron Technology 16KTF1G64AZ-1G6N1 8GB,25,15.5,11.2,NA
2549,Micron Technology 16KTF1G64AZ-1G6P1 8GB,40,15.1,10.2,NA
2550,Micron Technology 16KTF1G64AZ-1G9E1 8GB,33,12.3,9.3,NA
2551,Micron Technology 16KTF1G64AZ-1G9P1 8GB,41,14.4,9.8,NA
2552,Micron Technology 16KTF1G64HZ-1G4D1 8GB,46,9.3,6.6,NA
2553,Micron Technology 16KTF1G64HZ-1G6D1 8GB,36,9.9,6.9,NA
2554,Micron Technology 16KTF1G64HZ-1G6E1 8GB,47,13.1,9.1,NA
2555,Micron Technology 16KTF1G64HZ-1G6E2 8GB,41,15.1,9.7,NA
2556,Micron Technology 16KTF1G64HZ-1G6N1 8GB,46,13.3,9.2,NA
2557,Micron Technology 16KTF1G64HZ-1G6P1 8GB,41,12.7,9.4,NA
2558,Micron Technology 16KTF1G64HZ-1G9E2 8GB,30,14.9,11.8,NA
2559,Micron Technology 16KTF1G64HZ-1G9P1 8GB,44,13.2,9.8,NA
2560,Micron Technology 16KTF1G64HZ-1G9P2 8GB,25,14.6,10.8,NA
2561,Micron Technology 16KTF2G64AZ-1G6A1 16GB,27,9.8,7.0,NA
2562,Micron Technology 16KTF51264AZ-1G4M1 4GB,26,13.0,7.9,NA
2563,Micron Technology 16KTF51264AZ-1G6K1 4GB,64,6.7,5.0,NA
2564,Micron Technology 16KTF51264AZ-1G6M1 4GB,39,13.6,8.6,NA
2565,Micron Technology 16KTF51264HZ-1G4K1 4GB,26,11.7,8.3,NA
2566,Micron Technology 16KTF51264HZ-1G4M1 4GB,31,8.9,5.9,NA
2567,Micron Technology 16KTF51264HZ-1G6K1 4GB,28,10.8,6.7,NA
2568,Micron Technology 16KTF51264HZ-1G6M1 4GB,44,12.7,9.2,$48.00*
2569,Micron Technology 16KTS1G64HZ-1G6E1 8GB,30,12.3,8.8,NA
2570,Micron Technology 18JDF25672PZ-1G4F1 2GB,31,9.7,8.3,NA
2571,Micron Technology 18JDF51272PDZ1G6M1 4GB,28,11.7,9.0,NA
2572,Micron Technology 18JSF1G72AZ-1G6E1 8GB,28,11.7,7.3,NA
2573,Micron Technology 18JSF1G72AZ-1G9E1 8GB,47,10.8,8.8,NA
2574,Micron Technology 18JSF1G72AZ-1G9P1 8GB,27,14.0,9.9,NA
2575,Micron Technology 18JSF1G72PZ-1G6D1 8GB,34,8.5,8.2,NA
2576,Micron Technology 18JSF1G72PZ-1G6E1 8GB,29,12.7,7.2,NA
2577,Micron Technology 18JSF1G72PZ-1G9E1 8GB,32,10.3,7.7,NA
2578,Micron Technology 18JSF25672AY-1G4D1 2GB,27,11.7,9.7,NA
2579,Micron Technology 18JSF25672AZ-1G1F1 2GB,30,12.7,6.9,NA
2580,Micron Technology 18JSF25672AZ-1G4F1 2GB,27,13.7,8.1,NA
2581,Micron Technology 18JSF25672AZ-1G4G1 2GB,29,12.6,7.9,NA
2582,Micron Technology 18JSF51272AZ-1G4D1 4GB,28,14.5,8.6,NA
2583,Micron Technology 18JSF51272AZ-1G6K1 4GB,28,14.4,10.0,NA
2584,Micron Technology 18JSF51272AZ-1G6M1 4GB,32,9.5,8.9,NA
2585,Micron Technology 18JSF51272AZ-1G9K1 4GB,31,12.0,9.3,NA
2586,Micron Technology 18JSF51272PZ-1G4D1 4GB,43,11.6,7.3,NA
2587,Micron Technology 18JSF51272PZ-1G4M1 4GB,32,12.2,8.5,NA
2588,Micron Technology 18JSF51272PZ-1G9K1 4GB,29,10.6,9.0,NA
2589,Micron Technology 18KDF1G64AZ-1G6E1 8GB,25,10.9,5.3,NA
2590,Micron Technology 18KDF1G72PZ-1G6E1 8GB,37,7.2,5.4,NA
2591,Micron Technology 18KDF51272PZ-1G4M1 4GB,45,7.7,6.9,NA
2592,Micron Technology 18KSF1G72AZ-1G4E1 8GB,27,14.3,8.7,NA
2593,Micron Technology 18KSF1G72AZ-1G6E1 8GB,38,12.9,8.9,NA
2594,Micron Technology 18KSF1G72AZ-1G6P1 8GB,27,13.6,8.5,NA
2595,Micron Technology 18KSF1G72PDZ-1G4E1 8GB,35,7.2,6.3,NA
2596,Micron Technology 18KSF1G72PDZ-1G6E1 8GB,28,12.4,9.3,NA
2597,Micron Technology 18KSF1G72PZ-1G6E1 8GB,34,9.0,4.9,NA
2598,Micron Technology 18KSF51272AZ-1G4M1 4GB,28,14.0,8.8,NA
2599,Micron Technology 18KSF51272AZ-1G6K1 4GB,32,10.9,9.0,NA
2600,Micron Technology 18KSF51272PDZ1G4M1 4GB,59,9.1,6.7,NA
2601,Micron Technology 18KSF51272PZ-1G4K1 4GB,39,7.5,7.4,NA
2602,Micron Technology 18KSF51272PZ-1G4M1 4GB,33,8.3,7.7,NA
2603,Micron Technology 18KSF51272PZ-1G6K1 4GB,32,9.4,7.6,NA
2604,Micron Technology 256M6408V69AD2J15E 2GB,75,4.8,6.4,NA
2605,Micron Technology 36JBZS51272PY1G4D1 4GB,38,6.6,5.7,NA
2606,Micron Technology 36JDZS1G72PZ-1G4D1 8GB,30,10.2,9.9,NA
2607,Micron Technology 36JDZS51272PZ1G4F1 4GB,29,8.8,8.2,NA
2608,Micron Technology 36JSF1G72PZ-1G6K1 8GB,44,9.9,8.0,NA
2609,Micron Technology 36JSF1G72PZ-1G6M1 8GB,42,10.8,9.5,NA
2610,Micron Technology 36JSF1G72PZ-1G9K1 8GB,46,11.0,8.0,NA
2611,Micron Technology 36JSF2G72PZ-1G6E1 16GB,56,8.2,6.4,NA
2612,Micron Technology 36JSF2G72PZ-1G9E1 16GB,48,11.1,8.8,NA
2613,Micron Technology 36JSF2G72PZ-1G9N1 16GB,40,9.6,8.0,NA
2614,Micron Technology 36JSF51272PZ-1G6G1 4GB,26,12.5,10.0,NA
2615,Micron Technology 36JSZF1G72PZ-1G4D1 8GB,49,9.6,7.7,NA
2616,Micron Technology 36JSZF51272DZ1G1F1 4GB,31,9.8,9.0,NA
2617,Micron Technology 36JSZF51272PZ1G1F1 4GB,52,7.2,6.2,NA
2618,Micron Technology 36JSZF51272PZ1G4F1 4GB,45,11.1,8.2,NA
2619,Micron Technology 36JSZF51272PZ1G4G1 4GB,47,10.0,7.7,NA
2620,Micron Technology 36KSF1G72PZ-1G4K1 8GB,29,12.6,7.2,NA
2621,Micron Technology 36KSF1G72PZ-1G4M1 8GB,42,9.9,6.8,NA
2622,Micron Technology 36KSF1G72PZ-1G6K1 8GB,50,9.5,8.1,NA
2623,Micron Technology 36KSF1G72PZ-1G6K2 8GB,35,6.9,3.8,NA
2624,Micron Technology 36KSF2G72PZ-1G4D1 16GB,48,10.2,6.9,NA
2625,Micron Technology 36KSF2G72PZ-1G4E1 16GB,70,7.4,6.3,NA
2626,Micron Technology 36KSF2G72PZ-1G6E1 16GB,53,8.7,7.4,NA
2627,Micron Technology 36KSF2G72PZ-1G6N1 16GB,65,9.0,7.4,NA
2628,Micron Technology 4JSF12864HZ-1G4D1 1GB,27,11.5,7.4,NA
2629,Micron Technology 4JTF12864AZ-1G4D1 1GB,26,13.8,7.6,NA
2630,Micron Technology 4JTF25664AZ-1G6E1 2GB,40,12.3,8.9,NA
2631,Micron Technology 4KTF25664HZ-1G6E1 2GB,27,14.1,8.7,NA
2632,Micron Technology 512M6416V69AD2J15E 4GB,25,13.2,8.0,NA
2633,Micron Technology 72JSZS4G72L1G9E2A7 32GB,66,7.9,6.8,NA
2634,Micron Technology 72KSZS4G72L1G4D1A5 32GB,37,11.3,8.7,NA
2635,Micron Technology 72KSZS4G72PZ-1G1EZ 32GB,36,10.0,6.5,NA
2636,Micron Technology 72KSZS4G72PZ-1G4E2 32GB,36,8.0,3.9,NA
2637,Micron Technology 8JSF25664HZ-1G4D1 2GB,41,10.7,7.5,NA
2638,Micron Technology 8JTF25664AZ-1G1D1 2GB,69,6.4,3.7,NA
2639,Micron Technology 8JTF25664AZ-1G4D1 2GB,38,13.4,7.8,NA
2640,Micron Technology 8JTF25664AZ-1G4H1 2GB,25,14.0,8.0,NA
2641,Micron Technology 8JTF25664AZ-1G4M1 2GB,56,9.2,6.4,NA
2642,Micron Technology 8JTF25664AZ-1G6M1 2GB,45,12.0,8.5,NA
2643,Micron Technology 8JTF25664HZ-1G4H1 2GB,27,10.2,7.6,NA
2644,Micron Technology 8JTF25664HZ-1G4M1 2GB,30,10.5,7.1,NA
2645,Micron Technology 8JTF25664HZ-1G6M1 2GB,30,10.7,7.3,NA
2646,Micron Technology 8JTF25664JHZ-1G6M2 2GB,26,12.1,7.5,NA
2647,Micron Technology 8JTF51264AZ-1G6E1 4GB,42,14.1,8.5,$14.08*
2648,Micron Technology 8KTF25664AZ-1G4M1 2GB,27,13.5,7.8,NA
2649,Micron Technology 8KTF25664AZ-1G6K1 2GB,26,10.6,4.8,NA
2650,Micron Technology 8KTF25664AZ-1G6M1 2GB,26,12.6,7.4,NA
2651,Micron Technology 8KTF25664HZ-1G4K1 2GB,28,11.1,7.1,NA
2652,Micron Technology 8KTF25664HZ-1G4M1 2GB,41,10.0,7.2,NA
2653,Micron Technology 8KTF25664HZ-1G6M1 2GB,26,12.1,6.9,$6.00*
2654,Micron Technology 8KTF51264AZ-1G6E1 4GB,40,14.6,8.5,$13.71*
2655,Micron Technology 8KTF51264AZ-1G6N1 4GB,27,12.1,6.6,NA
2656,Micron Technology 8KTF51264AZ-1G6P1 4GB,38,13.9,9.0,$24.50*
2657,Micron Technology 8KTF51264AZ-1G9P1 4GB,27,15.0,9.6,NA
2658,Micron Technology 8KTF51264HZ-1G6D1 4GB,26,11.5,7.5,NA
2659,Micron Technology 8KTF51264HZ-1G6E1 4GB,45,12.5,8.0,NA
2660,Micron Technology 8KTF51264HZ-1G6E2 4GB,42,13.3,7.6,$29.90*
2661,Micron Technology 8KTF51264HZ-1G6J1 4GB,32,11.1,7.6,NA
2662,Micron Technology 8KTF51264HZ-1G6N1 4GB,43,13.8,8.3,NA
2663,Micron Technology 8KTF51264HZ-1G6P1 4GB,36,13.7,8.3,NA
2664,Micron Technology 8KTF51264HZ-1G6P2 4GB,29,11.9,8.1,NA
2665,Micron Technology 8KTF51264HZ-1G9E2 4GB,24,14.7,10.3,$14.98*
2666,Micron Technology 8KTF51264HZ-1G9P1 4GB,40,13.4,9.3,NA
2667,Micron Technology 8KTF51264HZ-1G9P2 4GB,33,14.0,10.4,NA
2668,Micron Technology 99P5474-055.A00LF 4GB,26,11.9,7.4,NA
2669,Micron Technology 99U5403-159.A01LF 8GB,32,7.7,4.2,NA
2670,Micron Technology 9JSF12872AZ-1G1D1 1GB,74,6.0,4.2,NA
2671,Micron Technology 9JSF12872AZ-1G4F1 1GB,66,5.7,4.3,NA
2672,Micron Technology 9JSF12872AZ-1G4G1 1GB,35,8.4,7.8,NA
2673,Micron Technology 9JSF25672AZ-1G4D1 2GB,68,6.0,4.3,NA
2674,Micron Technology 9JSF25672AZ-1G6M1 2GB,24,13.7,9.1,NA
2675,Micron Technology 9JSF25672AZ-1G9K1 2GB,44,14.2,8.8,NA
2676,Micron Technology 9JSF51272AZ-1G9E2 4GB,39,13.3,9.3,NA
2677,Micron Technology 9JSF51272AZ-1G9P1 4GB,27,12.5,7.4,NA
2678,Micron Technology 9KSF51272AZ-1G6E1 4GB,32,13.7,9.1,NA
2679,Micron Technology 9KSF51272AZ-1G6P1 4GB,38,7.9,7.4,NA
2680,Micron Technology ITC 4GB,27,13.0,7.4,NA
2681,Micron Technology KHX1600C10D3/8GXF 8GB,63,6.4,4.4,NA
2682,Micron Technology M08GD16P1600C10 8GB,38,16.1,10.0,NA
2683,Micron Technology M393B5273DH0-YKO 8GB,30,12.3,9.3,NA
2684,Micron Technology V01D3L84GB52852813 4GB,28,13.5,7.6,NA
2685,Micron Technology V01D3LF2GB18818813 2GB,67,6.2,3.3,NA
2686,Multilaser Components MD301GNSA-CA3G1 8GB,81,5.9,2.7,NA
2687,Multilaser Components MD3512NSA-CA3G1 4GB,70,5.7,3.7,NA
2688,Multilaser Components MD3512NSA-HA3G1 4GB,25,14.7,9.4,NA
2689,Mushkin 972136A (977136A) 8GB,25,13.0,9.2,NA
2690,Mushkin 97[2/7]2020A 8GB,32,10.5,7.9,NA
2691,Mushkin 99(2/7/4)164Y 4GB,67,6.4,4.7,NA
2692,Mushkin 99(2/7/4)165(R) 4GB,27,14.0,8.6,NA
2693,Mushkin 99(2/7/4)166(R) 4GB,19,18.8,11.4,NA
2694,Mushkin 99(2/7/4)167(R) 4GB,54,7.1,5.3,NA
2695,Mushkin 99(2/7/4)168(R) 8GB,56,7.2,4.4,NA
2696,Mushkin 99(2/7/4)169(R) 8GB,52,7.7,5.8,NA
2697,Mushkin 991573 (996573) 2GB,27,13.0,7.1,$18.25
2698,Mushkin 991585 2GB,65,7.0,4.5,NA
2699,Mushkin 991586 (996586) 2GB,65,6.7,5.4,$18.25
2700,Mushkin 991586 2GB,26,13.8,7.9,$9.99*
2701,Mushkin 991601 (996601) 2GB,65,6.9,5.4,NA
2702,Mushkin 991657 (996657) 2GB,66,6.7,5.3,NA
2703,Mushkin 991659 (996659) 2GB,26,10.3,7.3,NA
2704,Mushkin 991659 2GB,20,15.6,10.5,NA
2705,Mushkin 991659B (996659B) 2GB,23,14.6,9.8,NA
2706,Mushkin 991679ES 996679ES 2GB,63,7.7,5.0,NA
2707,Mushkin 991744 (996744) 2GB,25,12.6,8.6,NA
2708,Mushkin 991768 (996768) 2GB,26,12.8,8.3,$21.97*
2709,Mushkin 991769 (996769) 4GB,26,13.2,8.3,$19.71
2710,Mushkin 991770 (996770) 4GB,26,12.4,6.7,$14.25
2711,Mushkin 991770 (998770) 4GB,28,12.2,7.2,$72.89*
2712,Mushkin 991770 4GB,39,12.5,8.4,$20.99*
2713,Mushkin 991776 (996776) 4GB,23,14.3,9.1,$71.99*
2714,Mushkin 991776 (998776) 4GB,24,12.7,7.2,$129.99*
2715,Mushkin 991778 (996778) 2GB,67,6.6,4.3,$49.99*
2716,Mushkin 991781 (996781) 2GB,72,5.6,4.6,NA
2717,Mushkin 991782 (996782) 2GB,24,14.4,9.2,NA
2718,Mushkin 991805 (996805) 2GB,19,15.9,10.5,NA
2719,Mushkin 991829 (996829) 2GB,18,16.7,11.9,NA
2720,Mushkin 991981 (996981) 4GB,35,14.6,9.3,$62.99*
2721,Mushkin 991981 (998981) 4GB,33,13.9,11.6,$160.99*
2722,Mushkin 991982 (996982) 4GB,25,13.1,8.3,$79.99*
2723,Mushkin 991987 (996987) 4GB,34,14.8,10.0,NA
2724,Mushkin 991988 (996988) 4GB,23,14.0,8.9,$25.75
2725,Mushkin 991988S (996988S) 4GB,27,11.6,7.1,NA
2726,Mushkin 991989 (996989) 4GB,24,13.8,8.9,NA
2727,Mushkin 991990 (996990) 4GB,21,15.5,11.2,$44.04*
2728,Mushkin 991991 (996991) 4GB,21,14.5,11.3,$42.02*
2729,Mushkin 991992 (996992) 4GB,24,13.2,8.5,NA
2730,Mushkin 991995 (996995) 4GB,33,14.3,9.1,$46.99*
2731,Mushkin 991995S (996995S) 4GB,26,14.7,8.7,NA
2732,Mushkin 991996 (996996) 4GB,20,16.8,11.7,$49.99*
2733,Mushkin 991997 (996997) 4GB,21,16.3,11.6,$79.99*
2734,Mushkin 991999 (996999) 4GB,23,14.1,9.4,NA
2735,Mushkin 992000 (997000) 4GB,21,12.7,7.6,$160.77*
2736,Mushkin 992002 (997002) 4GB,37,13.8,8.3,$29.95
2737,Mushkin 992005 (997005) 4GB,24,14.4,9.2,$57.99*
2738,Mushkin 992006 (997006) 4GB,23,13.7,8.1,$55.99*
2739,Mushkin 992007 (997007) 4GB,30,16.3,10.0,$49.99*
2740,Mushkin 992008 (997008) 4GB,30,15.4,11.2,$74.99*
2741,Mushkin 992015 (997015) 4GB,22,16.1,11.2,$49.93*
2742,Mushkin 992017 (997017) 8GB,28,12.9,7.6,$23.00
2743,Mushkin 992018 (997018) 8GB,26,13.5,8.3,$48.25
2744,Mushkin 992019 (997019) 8GB,29,6.7,3.6,$23.10
2745,Mushkin 992020 (997020) 8GB,29,10.3,6.4,$23.00*
2746,Mushkin 992027 4GB,35,10.4,7.2,NA
2747,Mushkin 992028 8GB,26,13.3,9.5,$31.77*
2748,Mushkin 992029 2GB,73,6.2,4.5,$16.44*
2749,Mushkin 992030 (997030) 4GB,26,13.6,8.6,$13.00
2750,Mushkin 992030 4GB,26,13.6,9.4,$34.99*
2751,Mushkin 992031 8GB,26,12.4,8.5,$28.99*
2752,Mushkin 992038 8GB,29,11.6,7.6,$28.99*
2753,Mushkin 992043 (997043) 4GB,25,14.8,9.0,$52.99*
2754,Mushkin 992043S (997043S) 4GB,23,12.5,6.6,NA
2755,Mushkin 992046 (997046) 4GB,22,15.7,10.1,$55.99*
2756,Mushkin 992050 (997050) 8GB,35,16.0,9.4,$119.99*
2757,Mushkin 992052 (997052) 4GB,25,13.5,9.7,$94.99*
2758,Mushkin 992055 (997055) 8GB,26,12.7,7.5,$95.99*
2759,Mushkin 992056 (997056) 4GB,21,15.9,10.0,NA
2760,Mushkin 992057 (997057) 4GB,23,12.7,11.7,NA
