,CPU Name,CPU Mark(higher is better),Rank(lower is better),CPU Value(higher is better),Price(USD),lien
2391,Intel Core i7-3770K @ 3.50GHz,"6,467",1313,61.59,$105.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-3770K+%40+3.50GHz&id=2
2392,Intel Core i7-3770S @ 3.10GHz,"6,184",1372,82.46,$75.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-3770S+%40+3.10GHz&id=897
2393,Intel Core i7-3770T @ 2.50GHz,"5,522",1494,35.26,$156.59*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-3770T+%40+2.50GHz&id=898
2394,Intel Core i7-3820 @ 3.60GHz,"5,744",1445,58.03,$98.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-3820+%40+3.60GHz&id=8
2395,Intel Core i7-3820QM @ 2.70GHz,"5,683",1458,10.35,$549.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-3820QM+%40+2.70GHz&id=899
2396,Intel Core i7-3840QM @ 2.80GHz,"5,903",1424,10.75,$548.87*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-3840QM+%40+2.80GHz&id=900
2397,Intel Core i7-3920XM @ 2.90GHz,"5,651",1464,5.16,"$1,096.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-3920XM+%40+2.90GHz&id=901
2398,Intel Core i7-3930K @ 3.20GHz,"8,200",1081,20.55,$399.10,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-3930K+%40+3.20GHz&id=902
2399,Intel Core i7-3940XM @ 3.00GHz,"5,819",1437,16.91,$344.04*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-3940XM+%40+3.00GHz&id=1482
2400,Intel Core i7-3960X @ 3.30GHz,"8,390",1060,4.64,"$1,808.00",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-3960X+%40+3.30GHz&id=903
2401,Intel Core i7-3970X @ 3.50GHz,"8,408",1056,44.28,$189.88,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-3970X+%40+3.50GHz&id=1799
2414,Intel Core i7-4700HQ @ 2.40GHz,"5,649",1465,14.75,$383.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4700HQ+%40+2.40GHz&id=1949
2415,Intel Core i7-4700MQ @ 2.40GHz,"5,347",1531,28.44,$188.02,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4700MQ+%40+2.40GHz&id=1923
2417,Intel Core i7-4702MQ @ 2.20GHz,"5,166",1571,14.67,$352.05*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4702MQ+%40+2.20GHz&id=1939
2418,Intel Core i7-4710HQ @ 2.50GHz,"5,509",1496,14.57,$378.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4710HQ+%40+2.50GHz&id=2243
2419,Intel Core i7-4710MQ @ 2.50GHz,"5,830",1433,21.47,$271.57*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4710MQ+%40+2.50GHz&id=2219
2426,Intel Core i7-4765T @ 2.00GHz,"5,114",1579,10.25,$498.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4765T+%40+2.00GHz&id=2067
2427,Intel Core i7-4770 @ 3.40GHz,"7,055",1217,94.09,$74.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4770+%40+3.40GHz&id=1907
2429,Intel Core i7-4770K @ 3.50GHz,"7,128",1209,73.57,$96.89,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4770K+%40+3.50GHz&id=1919
2431,Intel Core i7-4770S @ 3.10GHz,"6,764",1271,90.19,$75.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4770S+%40+3.10GHz&id=1884
2432,Intel Core i7-4770T @ 2.50GHz,"5,917",1423,78.91,$74.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4770T+%40+2.50GHz&id=2006
2434,Intel Core i7-4771 @ 3.50GHz,"7,130",1208,55.06,$129.49,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4771+%40+3.50GHz&id=2027
2436,Intel Core i7-4790 @ 3.60GHz,"7,261",1190,86.11,$84.32,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4790+%40+3.60GHz&id=2226
2437,Intel Core i7-4790K @ 4.00GHz,"8,067",1094,71.39,$112.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4790K+%40+4.00GHz&id=2275
2438,Intel Core i7-4790S @ 3.20GHz,"6,999",1229,75.26,$92.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4790S+%40+3.20GHz&id=2258
2439,Intel Core i7-4790T @ 2.70GHz,"6,359",1337,25.45,$249.88*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4790T+%40+2.70GHz&id=2253
2440,Intel Core i7-4800MQ @ 2.70GHz,"5,822",1436,24.26,$239.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4800MQ+%40+2.70GHz&id=1927
2441,Intel Core i7-4810MQ @ 2.80GHz,"6,044",1404,33.59,$179.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4810MQ+%40+2.80GHz&id=2196
2442,Intel Core i7-4820K @ 3.70GHz,"6,522",1304,80.97,$80.55,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4820K+%40+3.70GHz&id=2030
2443,Intel Core i7-4850HQ @ 2.30GHz,"6,153",1376,14.18,$434.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4850HQ+%40+2.30GHz&id=2070
2447,Intel Core i7-4900MQ @ 2.80GHz,"6,143",1380,11.05,$556.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4900MQ+%40+2.80GHz&id=1938
2448,Intel Core i7-4910MQ @ 2.90GHz,"6,304",1351,13.71,$459.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4910MQ+%40+2.90GHz&id=2220
2449,Intel Core i7-4930K @ 3.40GHz,"9,417",972,54.75,$171.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4930K+%40+3.40GHz&id=2023
2450,Intel Core i7-4930MX @ 3.00GHz,"6,491",1308,5.92,"$1,096.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4930MX+%40+3.00GHz&id=1985
2451,Intel Core i7-4940MX @ 3.10GHz,"7,089",1214,10.13,$699.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4940MX+%40+3.10GHz&id=2186
2452,Intel Core i7-4960HQ @ 2.60GHz,"6,619",1287,10.62,$623.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4960HQ+%40+2.60GHz&id=2087
2453,Intel Core i7-4960X @ 3.60GHz,"10,089",927,8.07,"$1,250.00",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-4960X+%40+3.60GHz&id=2026
2457,Intel Core i7-5557U @ 3.10GHz,"3,094",2103,5.11,$605.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-5557U+%40+3.10GHz&id=2502
2463,Intel Core i7-5775C @ 3.30GHz,"7,672",1131,35.68,$215.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-5775C+%40+3.30GHz&id=2539
2465,Intel Core i7-5820K @ 3.30GHz,"9,864",942,82.20,$120.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-5820K+%40+3.30GHz&id=2340
2466,Intel Core i7-5850EQ @ 2.70GHz,"7,036",1219,16.17,$435.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-5850EQ+%40+2.70GHz&id=3357
2467,Intel Core i7-5850HQ @ 2.70GHz,"6,866",1250,15.82,$434.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-5850HQ+%40+2.70GHz&id=2681
2468,Intel Core i7-5930K @ 3.50GHz,"10,339",914,46.49,$222.37,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-5930K+%40+3.50GHz&id=2336
2470,Intel Core i7-5960X @ 3.00GHz,"12,676",798,119.54,$106.04,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-5960X+%40+3.00GHz&id=2332
2473,Intel Core i7-620M @ 2.67GHz,"1,988",2643,7.34,$270.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-620M+%40+2.67GHz&id=849
2476,Intel Core i7-640M @ 2.80GHz,"2,057",2607,14.50,$141.85,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-640M+%40+2.80GHz&id=850
2479,Intel Core i7-6500U @ 2.50GHz,"3,274",2030,8.33,$393.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6500U+%40+2.50GHz&id=2607
2485,Intel Core i7-6660U @ 2.40GHz,"3,681",1894,8.87,$415.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6660U+%40+2.40GHz&id=3303
2486,Intel Core i7-6700 @ 3.40GHz,"8,090",1091,67.42,$119.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6700+%40+3.40GHz&id=2598
2487,Intel Core i7-6700HQ @ 2.60GHz,"6,525",1303,17.26,$378.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6700HQ+%40+2.60GHz&id=2586
2488,Intel Core i7-6700K @ 4.00GHz,"8,943",1018,66.25,$134.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6700K+%40+4.00GHz&id=2565
2489,Intel Core i7-6700T @ 2.80GHz,"7,258",1193,36.29,$199.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6700T+%40+2.80GHz&id=2614
2491,Intel Core i7-6770HQ @ 2.60GHz,"7,111",1212,11.49,$619.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6770HQ+%40+2.60GHz&id=2759
2492,Intel Core i7-6800K @ 3.40GHz,"10,767",888,80.83,$133.20,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6800K+%40+3.40GHz&id=2785
2495,Intel Core i7-6820HK @ 2.70GHz,"7,032",1221,18.60,$378.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6820HK+%40+2.70GHz&id=2616
2498,Intel Core i7-6850K @ 3.60GHz,"11,435",847,91.29,$125.26,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6850K+%40+3.60GHz&id=2800
2499,Intel Core i7-6900K @ 3.20GHz,"14,561",694,91.01,$160.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6900K+%40+3.20GHz&id=2794
2500,Intel Core i7-6920HQ @ 2.90GHz,"7,296",1184,12.84,$568.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6920HQ+%40+2.90GHz&id=2699
2501,Intel Core i7-6950X @ 3.00GHz,"17,493",569,61.71,$283.46,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-6950X+%40+3.00GHz&id=2792
2503,Intel Core i7-720QM @ 1.60GHz,"1,661",2852,7.55,$219.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-720QM+%40+1.60GHz&id=851
2504,Intel Core i7-740QM @ 1.73GHz,"1,819",2751,9.58,$189.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-740QM+%40+1.73GHz&id=852
2505,Intel Core i7-7500U @ 2.70GHz,"3,649",1902,6.77,$539.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7500U+%40+2.70GHz&id=2863
2507,Intel Core i7-7567U @ 3.50GHz,"4,202",1753,5.73,$733.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7567U+%40+3.50GHz&id=2990
2510,Intel Core i7-7700 @ 3.60GHz,"8,655",1033,78.15,$110.75,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7700+%40+3.60GHz&id=2905
2511,Intel Core i7-7700HQ @ 2.80GHz,"6,927",1240,18.33,$378.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7700HQ+%40+2.80GHz&id=2906
2512,Intel Core i7-7700K @ 4.20GHz,"9,658",957,60.72,$159.06,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7700K+%40+4.20GHz&id=2874
2513,Intel Core i7-7700T @ 2.90GHz,"7,577",1144,52.37,$144.69,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7700T+%40+2.90GHz&id=2951
2514,Intel Core i7-7740X @ 4.30GHz,"9,876",940,44.89,$219.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7740X+%40+4.30GHz&id=3041
2515,Intel Core i7-7800X @ 3.50GHz,"12,830",789,73.52,$174.50,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7800X+%40+3.50GHz&id=3037
2516,Intel Core i7-7820EQ @ 3.00GHz,"7,453",1160,19.72,$378.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7820EQ+%40+3.00GHz&id=3470
2517,Intel Core i7-7820HK @ 2.90GHz,"7,413",1169,19.61,$378.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7820HK+%40+2.90GHz&id=2938
2518,Intel Core i7-7820HQ @ 2.90GHz,"7,177",1200,18.99,$378.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7820HQ+%40+2.90GHz&id=2952
2519,Intel Core i7-7820X @ 3.60GHz,"17,234",579,52.24,$329.88,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7820X+%40+3.60GHz&id=3038
2521,Intel Core i7-7920HQ @ 3.10GHz,"7,436",1165,13.09,$568.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-7920HQ+%40+3.10GHz&id=3007
2523,Intel Core i7-8086K @ 4.00GHz,"14,363",710,39.14,$367.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8086K+%40+4.00GHz&id=3279
2524,Intel Core i7-820QM @ 1.73GHz,"1,804",2763,13.98,$129.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-820QM+%40+1.73GHz&id=853
2525,Intel Core i7-840QM @ 1.87GHz,"1,937",2674,5.72,$338.90*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-840QM+%40+1.87GHz&id=854
2526,Intel Core i7-8500Y @ 1.50GHz,"2,484",2362,6.32,$393.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8500Y+%40+1.50GHz&id=3338
2528,Intel Core i7-8557U @ 1.70GHz,"7,565",1146,17.55,$431.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8557U+%40+1.70GHz&id=3641
2529,Intel Core i7-8559U @ 2.70GHz,"8,574",1042,13.90,$617.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8559U+%40+2.70GHz&id=3302
2530,Intel Core i7-8565U @ 1.80GHz,"6,139",1382,9.98,$615.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8565U+%40+1.80GHz&id=3308
2532,Intel Core i7-8569U @ 2.80GHz,"8,257",1070,19.16,$431.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8569U+%40+2.80GHz&id=3672
2533,Intel Core i7-860 @ 2.80GHz,"2,974",2161,82.62,$35.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-860+%40+2.80GHz&id=6
2534,Intel Core i7-860S @ 2.53GHz,"2,403",2406,17.17,$140.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-860S+%40+2.53GHz&id=855
2535,Intel Core i7-8650U @ 1.90GHz,"6,281",1357,5.99,"$1,049.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8650U+%40+1.90GHz&id=3070
2536,Intel Core i7-8665U @ 1.90GHz,"6,286",1355,8.92,$704.49*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8665U+%40+1.90GHz&id=3434
2537,Intel Core i7-8665UE @ 1.70GHz,"5,170",1570,12.64,$409.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8665UE+%40+1.70GHz&id=3611
2538,Intel Core i7-870 @ 2.93GHz,"3,123",2089,31.23,$100.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-870+%40+2.93GHz&id=832
2539,Intel Core i7-8700 @ 3.20GHz,"12,915",782,92.26,$139.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8700+%40+3.20GHz&id=3099
2540,Intel Core i7-8700B @ 3.20GHz,"12,055",821,39.78,$303.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8700B+%40+3.20GHz&id=3388
2541,Intel Core i7-8700K @ 3.70GHz,"13,702",742,54.81,$250.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8700K+%40+3.70GHz&id=3098
2542,Intel Core i7-8700T @ 2.40GHz,"10,250",919,26.28,$389.95,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8700T+%40+2.40GHz&id=3213
2543,Intel Core i7-8705G @ 3.10GHz,"7,776",1120,5.07,"$1,535.11*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8705G+%40+3.10GHz&id=3201
2547,Intel Core i7-8750H @ 2.20GHz,"9,955",935,25.20,$395.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8750H+%40+2.20GHz&id=3237
2548,Intel Core i7-875K @ 2.93GHz,"3,057",2121,15.30,$199.88,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-875K+%40+2.93GHz&id=846
2549,Intel Core i7-880 @ 3.07GHz,"3,105",2098,44.36,$69.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-880+%40+3.07GHz&id=833
2551,Intel Core i7-8850H @ 2.60GHz,"10,287",916,26.04,$395.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-8850H+%40+2.60GHz&id=3247
2552,Intel Core i7-920 @ 2.67GHz,"2,817",2222,28.45,$99.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-920+%40+2.67GHz&id=834
2553,Intel Core i7-920XM @ 2.00GHz,"1,885",2714,4.72,$398.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-920XM+%40+2.00GHz&id=864
2554,Intel Core i7-930 @ 2.80GHz,"2,940",2172,114.45,$25.69*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-930+%40+2.80GHz&id=835
2555,Intel Core i7-940 @ 2.93GHz,"2,947",2167,8.47,$348.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-940+%40+2.93GHz&id=836
2557,Intel Core i7-950 @ 3.07GHz,"3,206",2056,12.88,$249.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-950+%40+3.07GHz&id=837
2558,Intel Core i7-960 @ 3.20GHz,"3,318",2011,67.72,$49.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-960+%40+3.20GHz&id=838
2559,Intel Core i7-965 @ 3.20GHz,"3,424",1966,3.04,"$1,128.00",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-965+%40+3.20GHz&id=839
2560,Intel Core i7-970 @ 3.20GHz,"6,533",1301,12.56,$520.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-970+%40+3.20GHz&id=840
2561,Intel Core i7-9700 @ 3.00GHz,"13,272",763,79.34,$167.29,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-9700+%40+3.00GHz&id=3477
2562,Intel Core i7-9700E @ 2.60GHz,"12,881",785,39.88,$323.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-9700E+%40+2.60GHz&id=3875
2563,Intel Core i7-9700F @ 3.00GHz,"13,291",761,65.76,$202.10,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-9700F+%40+3.00GHz&id=3465
2564,Intel Core i7-9700K @ 3.60GHz,"14,524",696,55.75,$260.53,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-9700K+%40+3.60GHz&id=3335
2565,Intel Core i7-9700KF @ 3.60GHz,"14,394",704,59.98,$239.98,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-9700KF+%40+3.60GHz&id=3428
2566,Intel Core i7-9700T @ 2.00GHz,"10,733",890,33.23,$323.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-9700T+%40+2.00GHz&id=3506
2567,Intel Core i7-9700TE @ 1.80GHz,"10,280",918,31.83,$323.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-9700TE+%40+1.80GHz&id=3619
2568,Intel Core i7-975 @ 3.33GHz,"3,428",1964,7.48,$458.10,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-975+%40+3.33GHz&id=841
2569,Intel Core i7-9750H @ 2.60GHz,"10,970",875,11.43,$960.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-9750H+%40+2.60GHz&id=3425
2570,Intel Core i7-9750HF @ 2.60GHz,"10,701",892,27.09,$395.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-9750HF+%40+2.60GHz&id=3653
2571,Intel Core i7-980 @ 3.33GHz,"6,926",1241,23.81,$290.84,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-980+%40+3.33GHz&id=842
2572,Intel Core i7-9800X @ 3.80GHz,"18,116",547,60.65,$298.67,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-9800X+%40+3.80GHz&id=3374
2573,Intel Core i7-980X @ 3.33GHz,"6,840",1254,62.18,$110.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-980X+%40+3.33GHz&id=866
2575,Intel Core i7-9850H @ 2.60GHz,"11,234",856,8.60,"$1,305.76*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-9850H+%40+2.60GHz&id=3478
2576,Intel Core i7-9850HL @ 1.90GHz,"9,112",1003,23.07,$395.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-9850HL+%40+1.90GHz&id=3621
2577,Intel Core i7-990X @ 3.47GHz,"7,084",1215,40.48,$175.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i7-990X+%40+3.47GHz&id=867
2579,Intel Core i9-10850K @ 3.60GHz,"22,591",388,84.93,$265.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-10850K+%40+3.60GHz&id=3824
2581,Intel Core i9-10885H @ 2.40GHz,"15,261",662,27.45,$556.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-10885H+%40+2.40GHz&id=3782
2582,Intel Core i9-10900 @ 2.80GHz,"20,057",470,50.27,$399.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-10900+%40+2.80GHz&id=3745
2583,Intel Core i9-10900E @ 2.80GHz,"19,595",489,44.13,$444.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-10900E+%40+2.80GHz&id=4621
2584,Intel Core i9-10900F @ 2.80GHz,"20,310",467,61.03,$332.80,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-10900F+%40+2.80GHz&id=3798
2585,Intel Core i9-10900K @ 3.70GHz,"23,126",363,72.27,$319.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-10900K+%40+3.70GHz&id=3730
2586,Intel Core i9-10900KF @ 3.70GHz,"22,825",379,72.42,$315.19,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-10900KF+%40+3.70GHz&id=3754
2587,Intel Core i9-10900T @ 1.90GHz,"14,951",675,42.72,$349.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-10900T+%40+1.90GHz&id=3751
2588,Intel Core i9-10900TE @ 1.80GHz,"16,914",592,38.09,$444.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-10900TE+%40+1.80GHz&id=4213
2589,Intel Core i9-10900X @ 3.70GHz,"22,483",390,37.16,$604.97,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-10900X+%40+3.70GHz&id=3633
2591,Intel Core i9-10920X @ 3.50GHz,"26,331",286,34.74,$757.90,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-10920X+%40+3.50GHz&id=3632
2592,Intel Core i9-10940X @ 3.30GHz,"27,854",255,31.05,$897.05,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-10940X+%40+3.30GHz&id=3639
2593,Intel Core i9-10980HK @ 2.40GHz,"15,780",641,27.07,$583.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-10980HK+%40+2.40GHz&id=3700
2594,Intel Core i9-10980XE @ 3.00GHz,"32,855",182,29.30,"$1,121.48",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-10980XE+%40+3.00GHz&id=3630
2595,Intel Core i9-11900 @ 2.50GHz,"23,000",370,54.76,$419.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-11900+%40+2.50GHz&id=4245
2596,Intel Core i9-11900F @ 2.50GHz,"22,690",384,54.15,$418.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-11900F+%40+2.50GHz&id=4267
2597,Intel Core i9-11900H @ 2.50GHz,"20,987",438,38.44,$546.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-11900H+%40+2.50GHz&id=4436
2598,Intel Core i9-11900K @ 3.50GHz,"25,414",308,79.69,$318.90,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-11900K+%40+3.50GHz&id=3904
2599,Intel Core i9-11900KB @ 3.30GHz,"23,041",365,42.75,$539.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-11900KB+%40+3.30GHz&id=4444
2600,Intel Core i9-11900KF @ 3.50GHz,"25,355",311,60.95,$415.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-11900KF+%40+3.50GHz&id=4240
2601,Intel Core i9-11900T @ 1.50GHz,"18,975",509,43.22,$439.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-11900T+%40+1.50GHz&id=4360
2602,Intel Core i9-11950H @ 2.60GHz,"21,437",424,38.56,$556.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-11950H+%40+2.60GHz&id=4400
2603,Intel Core i9-11980HK @ 2.60GHz,"22,988",371,39.43,$583.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-11980HK+%40+2.60GHz&id=4355
2604,Intel Core i9-12900,"34,351",169,76.34,$449.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-12900&id=4729
2606,Intel Core i9-12900F,"37,028",152,87.13,$425.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-12900F&id=4694
2607,Intel Core i9-12900H,"28,622",241,46.39,$617.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-12900H&id=4728
2608,Intel Core i9-12900HK,"28,150",248,44.33,$635.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i9-12900HK&id=4702
